Indicadores municipales de sostenibilidad: Superficie municipal de especial protección (% superficie total);;;;;;;;;;;;;;;;;;
48041;Gautegiz Arteaga;70,67;70,67;70,53;70,53;70,53;70,53;70,53;70,53;70,62;70,62;70,78;70,67;70,79;70,79;70,79;70,68;70,68
20907;Gaztelu;6,87;6,87;6,87;6,87;6,87;6,87;6,87;6,87;6,87;5,29;5,29;5,29;5,34;5,52;5,47;5,47;5,47
48046;Gernika-Lumo;4,86;4,86;4,86;4,86;4,86;4,83;4,83;4,83;4,83;4,83;4,83;4,83;4,85;4,85;4,85;4,83;4,89
20039;Getaria;28,98;28,98;29,01;29,01;29,01;29,01;29,01;29,28;29,28;29,30;29,28;29,28;30,13;30,13;30,13;30,13;29,62
48044;Getxo;5,94;5,94;5,94;5,94;5,94;5,95;5,95;5,95;5,95;5,95;9,69;1,99;1,97;1,97;1,97;1,97;1,97
48047;Gizaburuaga;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48042;Gordexola;8,50;8,50;8,50;8,50;8,50;8,50;8,50;22,50;22,50;8,51;8,51;8,51;8,52;8,52;8,52;8,53;8,53
48043;Gorliz;59,08;59,08;59,08;59,08;59,08;59,08;59,08;59,08;59,08;59,08;53,26;59,45;58,24;58,24;58,24;58,25;58,54
48045;Güeñes;3,08;3,08;3,08;3,08;3,08;3,08;3,08;3,08;3,08;3,08;3,08;3,08;3,10;3,10;3,10;3,10;16,80
01056;Harana/Valle de Arana;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20040;Hernani;23,55;23,55;23,56;23,59;23,59;23,59;23,59;23,59;23,59;23,59;23,60;23,60;2,20;2,16;2,16;2,16;7,25
20041;Hernialde;46,74;46,74;46,74;46,74;46,74;46,74;47,82;46,56;34,74;34,74;34,57;34,57;34,40;34,40;34,33;34,33;34,33
20036;Hondarribia;55,48;55,48;0,00;49,56;49,56;49,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20042;Ibarra;22,28;22,28;22,28;22,28;22,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48048;Ibarrangelu;55,84;55,84;55,84;55,84;55,84;55,84;55,84;55,84;55,87;55,94;56,02;56,15;50,96;50,96;50,96;51,00;51,00
20043;Idiazabal;6,58;61,08;61,08;61,08;61,08;61,08;61,08;61,08;61,09;61,09;61,09;61,05;61,01;60,97;60,97;61,34;61,34
48094;Igorre;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;1,00;0,98;0,98;0,98;0,97;0,97;0,97;0,97;0,97
20044;Ikaztegieta;6,49;6,49;6,29;6,29;6,29;6,29;6,63;6,63;6,63;6,63;6,73;6,73;6,80;0,00;0,00;0,00;0,00
20045;Irun;22,48;22,48;22,48;22,48;22,48;22,48;22,47;22,47;23,29;23,29;23,29;23,29;23,00;22,48;22,48;22,50;22,50
20046;Irura;17,10;17,10;17,10;17,10;17,10;17,10;17,10;17,10;17,10;17,10;17,41;17,41;17,53;17,53;17,53;0,00;0,00
01027;Iruraiz-Gauna;7,45;7,45;7,45;7,45;7,45;7,45;7,45;7,45;7,45;7,45;7,46;7,46;7,44;7,44;7,44;7,45;7,45
01901;Iruña Oka/Iruña de Oca;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67;0,67
48049;Ispaster;8,56;8,56;8,56;8,56;8,56;8,56;8,56;8,56;8,56;8,57;8,57;8,57;8,67;8,67;8,67;8,67;8,67
20047;Itsasondo;28,57;28,57;28,57;28,57;28,57;28,68;28,68;28,68;28,68;28,68;28,65;28,65;28,81;60,96;60,96;60,96;60,96
48910;Iurreta;39,07;39,07;39,07;39,07;39,07;39,12;39,18;39,18;39,18;39,18;39,18;39,18;39,28;38,86;38,86;38,86;38,87
48050;Izurtza;28,14;28,14;28,14;28,14;28,14;28,14;9,31;9,31;28,07;28,07;28,07;28,07;28,47;28,47;28,47;28,47;28,47
48022;Karrantza Harana/Valle de Carranza;27,60;27,60;27,60;27,60;27,60;27,60;27,60;27,60;27,60;27,60;27,60;27,56;27,62;27,62;27,62;27,62;27,62
48907;Kortezubi;17,44;17,44;17,44;17,44;17,44;17,50;17,50;17,50;17,50;17,50;17,50;17,50;17,38;17,22;17,22;17,22;17,22
01019;Kripan;30,66;30,66;30,66;30,66;30,66;30,66;30,66;30,66;30,66;30,66;30,69;30,69;30,69;30,69;1,09;1,09;1,09
01020;Kuartango;16,74;16,74;16,74;16,74;16,74;16,74;16,80;16,80;16,84;16,84;16,82;16,82;16,80;16,80;16,80;16,80;16,80
01028;Labastida/Bastida;24,39;24,39;24,39;24,39;24,39;24,39;24,39;24,39;24,39;24,39;24,39;24,39;24,45;24,45;24,45;24,45;24,45
01030;Lagrán;67,63;67,63;67,63;67,63;67,63;67,63;67,63;67,64;67,64;67,64;67,61;67,77;67,19;67,19;20,34;20,34;20,34
01031;Laguardia;25,95;25,95;26,00;26,00;26,00;26,00;27,42;27,42;27,42;27,42;27,03;27,03;27,54;27,54;27,54;27,54;27,54
01032;Lanciego/Lantziego;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,65;24,43;24,43;24,43;24,43;24,42
48051;Lanestosa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01902;Lantarón;20,37;20,37;20,37;20,37;20,37;20,37;20,37;20,37;20,37;20,37;20,37;20,37;22,32;22,32;22,32;22,32;22,32
01033;Lapuebla de Labarca;6,86;6,86;6,86;6,86;6,91;6,91;6,91;6,91;6,91;6,91;6,91;6,91;6,90;6,90;6,90;6,90;6,90
48052;Larrabetzu;8,49;8,49;8,49;8,49;6,87;6,86;5,95;5,95;5,95;5,95;5,95;5,95;5,98;5,95;5,95;5,95;5,95
20048;Larraul;22,73;22,73;28,64;28,64;28,64;28,64;29,03;29,03;29,03;29,03;28,93;28,93;27,41;27,41;27,41;27,41;27,41
20902;Lasarte-Oria;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02;0,02
01036;Laudio/Llodio;21,33;21,31;21,31;21,29;21,29;21,29;21,29;21,29;16,42;16,42;16,42;16,42;16,34;16,34;16,34;16,35;16,46
48053;Laukiz;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20049;Lazkao;45,75;45,76;45,76;45,76;45,76;45,27;45,27;45,27;45,19;45,19;45,28;44,65;46,15;46,15;25,53;39,33;3,98
20050;Leaburu;0,30;0,30;0,30;0,30;0,30;3,95;3,95;3,94;3,94;4,06;4,06;4,06;3,89;4,00;3,97;3,97;3,97
20051;Legazpi;24,32;24,32;24,32;24,48;24,48;24,48;24,48;24,48;24,48;24,48;24,50;24,50;24,67;24,67;24,67;28,12;24,00
20052;Legorreta;30,90;30,90;30,90;30,90;30,90;30,98;30,65;30,65;30,50;30,50;30,57;30,57;30,50;2,58;2,58;2,58;2,58
01058;Legutio;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20068;Leintz-Gatzaga;65,33;65,33;65,33;65,33;65,33;65,33;65,33;65,33;65,33;65,45;65,60;65,60;65,78;65,71;65,71;65,71;83,61
48054;Leioa;15,22;15,21;15,21;15,21;15,32;15,25;15,32;15,32;15,32;15,46;9,42;9,24;14,93;14,93;14,93;15,08;15,11
48057;Lekeitio;13,74;13,74;13,74;11,81;11,81;11,81;11,81;11,81;11,81;23,08;11,81;11,81;11,32;11,32;11,32;11,21;11,21
48055;Lemoa;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22,69
48056;Lemoiz;44,53;44,53;44,53;44,53;44,53;44,53;44,52;44,52;44,52;44,59;44,61;44,73;43,67;59,81;59,78;59,75;59,66
01034;Leza;15,74;15,74;15,74;15,74;15,74;15,74;3,76;3,76;3,76;3,76;4,27;4,27;3,64;3,64;3,64;3,66;3,65
48081;Lezama;34,59;34,59;34,59;34,59;0,00;0,00;0,00;0,00;34,43;34,43;34,43;0,00;0,00;0,00;0,00;0,00;34,29
20053;Lezo;18,89;18,89;18,89;18,89;18,89;18,96;18,90;18,90;18,90;18,89;18,89;18,90;0,00;0,00;0,00;0,00;0,00
20054;Lizartza;43,43;43,43;43,43;43,43;43,43;43,40;43,15;43,15;43,15;43,12;43,12;43,04;42,56;41,88;41,88;42,76;0,78
48903;Loiu;8,65;8,65;8,65;8,65;8,65;8,71;8,71;8,71;8,71;8,71;8,71;8,71;0,00;0,00;0,00;0,00;0,00
48058;Mallabia;6,63;6,63;6,63;6,63;6,63;6,63;6,63;14,76;14,77;14,77;14,77;14,77;14,59;14,59;14,59;14,61;14,61
48060;Markina-Xemein;13,69;13,69;13,69;13,76;13,76;13,76;13,76;13,90;13,90;13,90;13,89;13,89;13,82;13,84;13,84;13,84;13,84
48061;Maruri-Jatabe;23,45;23,45;23,45;23,45;23,45;23,45;23,45;23,45;23,45;23,45;23,45;23,45;23,54;23,69;23,69;23,69;23,69
48059;Mañaria;58,24;58,24;58,24;58,24;58,24;58,24;58,24;58,24;58,41;58,41;58,21;58,34;58,20;58,20;58,20;58,20;58,20
20901;Mendaro;20,81;20,81;20,82;20,82;20,82;20,82;20,82;20,83;20,83;20,83;20,82;20,82;20,72;21,57;21,57;60,71;60,71
48062;Mendata;1,34;1,35;1,35;1,35;1,36;1,36;1,36;1,36;1,36;1,36;1,44;1,44;1,46;1,46;1,46;1,46;1,46
48063;Mendexa;5,58;5,58;5,58;5,58;5,58;5,58;5,58;5,58;5,58;5,58;5,45;5,58;5,59;5,36;5,36;5,36;5,36
48064;Meñaka;13,99;13,99;13,99;13,99;13,99;13,99;13,99;13,99;59,49;59,49;59,51;59,82;58,81;61,22;61,22;61,25;61,25
01039;Moreda de Álava / Moreda Araba;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,42;0,43;0,43;0,43;0,43;1,62
48066;Morga;8,46;8,46;8,46;8,46;8,46;8,46;8,46;8,46;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,03;0,00
48068;Mundaka;0,61;0,61;0,61;0,61;0,61;0,61;0,61;0,61;6,95;6,95;6,95;6,95;6,52;6,52;6,52;6,50;6,50
48069;Mungia;6,37;6,37;6,37;6,37;6,37;6,37;6,37;6,37;6,37;6,37;6,37;6,37;6,04;6,38;6,38;6,38;6,38
48007;Munitibar-Arbatzegi Gerrikaitz-;14,72;15,23;15,23;15,23;15,23;15,23;15,20;15,20;15,20;15,20;15,14;15,14;15,26;15,26;15,26;15,26;15,26
48908;Murueta;56,88;56,88;57,39;57,39;57,39;57,39;57,39;57,39;57,35;57,35;57,28;56,81;55,55;50,08;50,08;50,08;50,08
48071;Muskiz;16,14;16,14;16,14;16,14;16,14;16,14;16,14;16,14;16,14;15,88;15,92;15,92;16,00;15,12;15,12;15,11;15,11
20057;Mutiloa;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,09;1,07;1,07;1,07;1,07
20056;Mutriku;31,81;31,81;31,81;31,81;31,81;31,81;31,81;31,81;31,81;31,74;31,69;31,34;31,81;31,24;31,24;31,24;18,62
48067;Muxika;3,97;3,97;3,97;3,97;3,97;3,97;3,97;3,97;3,97;3,97;3,97;3,97;3,93;3,93;3,93;3,91;3,91
48909;Nabarniz;10,14;10,14;10,14;10,14;10,09;10,09;10,09;10,09;10,09;10,09;10,09;10,09;10,04;9,71;9,71;9,71;9,71
01041;Navaridas;4,48;4,48;4,48;4,48;4,48;4,48;4,48;4,48;4,48;4,48;4,48;4,48;4,51;6,74;6,74;6,74;6,73
20063;Oiartzun;56,58;56,58;56,58;56,58;56,58;56,58;56,58;56,58;65,12;65,12;65,23;64,96;65,02;64,70;64,29;64,23;13,93
01042;Okondo;1,62;1,62;1,62;1,63;1,63;1,63;1,63;1,63;1,63;1,63;1,63;1,63;1,64;1,65;1,65;1,65;1,71
20058;Olaberria;9,03;9,03;9,03;9,03;9,03;9,03;9,03;9,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48073;Ondarroa;5,70;5,70;5,28;5,28;5,28;5,27;5,27;5,27;5,27;5,29;5,01;5,01;6,11;4,94;4,94;4,94;5,29
20076;Ordizia;4,44;4,44;4,44;4,44;4,44;4,44;4,44;4,44;4,44;4,44;4,48;4,48;4,42;4,33;4,33;4,33;4,33
20905;Orendain;13,45;13,45;13,47;13,47;13,47;13,47;13,47;13,49;13,49;13,49;13,49;13,49;13,75;13,75;13,67;13,65;13,68
20060;Orexa;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24;0,24
20061;Orio;18,26;18,26;18,27;18,27;18,27;18,27;18,27;18,39;18,39;18,39;18,39;15,50;15,30;15,30;15,30;17,43;2,74
20062;Ormaiztegi;4,82;4,88;4,88;4,88;4,88;4,88;4,88;4,88;4,88;4,88;4,86;4,86;4,91;4,84;4,84;4,84;71,26
48075;Orozko;42,94;42,94;42,94;42,93;42,93;42,93;42,93;42,93;42,93;42,88;42,88;43,10;42,75;42,75;42,75;42,74;42,74
48083;Ortuella;23,45;23,45;23,45;23,45;23,45;23,45;23,45;23,45;23,47;23,47;24,01;24,53;24,18;24,18;24,18;23,90;23,90
48072;Otxandio;41,78;41,78;41,78;41,78;41,78;41,78;41,78;41,78;41,78;30,80;35,26;35,28;34,85;34,85;51,40;51,52;15,87
01043;Oyón-Oion;5,17;5,17;5,17;5,17;5,17;5,17;5,17;5,17;5,17;5,17;5,17;5,17;2,35;2,35;2,35;2,35;2,34
20059;Oñati;25,48;25,48;25,48;25,46;25,46;25,46;25,46;25,37;25,37;25,37;25,36;25,36;25,42;25,21;25,21;25,21;0,00
20064;Pasaia;60,20;60,20;60,20;60,20;60,20;60,21;60,20;60,21;60,21;60,27;60,59;60,62;56,50;57,86;57,86;57,84;57,84
01044;Peñacerrada-Urizaharra;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,19;1,29;1,29;1,29;1,29;1,29;1,29;1,28
48077;Plentzia;16,58;16,58;16,58;16,58;16,58;16,58;16,58;16,58;16,58;16,58;16,58;16,58;16,78;15,44;15,44;15,41;15,41
48078;Portugalete;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01047;Ribera Baja/Erribera Beitia;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01051;Salvatierra/Agurain;16,08;16,08;16,08;16,08;16,08;16,08;16,08;15,57;15,57;15,57;15,57;15,57;0,20;0,20;0,20;0,20;0,20
01052;Samaniego;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01053;San Millán/Donemiliaga;43,19;43,19;43,19;43,19;43,19;43,19;43,19;43,20;43,20;43,20;43,20;43,08;48,34;48,34;33,97;33,97;33,25
48082;Santurtzi;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
20070;Segura;35,98;34,89;34,89;34,89;34,89;34,89;34,89;34,89;34,89;34,89;35,08;35,08;35,46;35,47;35,47;35,47;35,47
48084;Sestao;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48904;Sondika;10,91;10,92;10,92;10,92;10,92;10,92;10,92;6,64;6,64;6,64;6,64;6,64;7,21;6,58;6,58;6,59;6,59
48085;Sopela;4,06;4,06;4,06;4,06;4,06;4,06;4,06;4,06;4,06;4,06;4,06;4,06;4,01;4,01;4,01;4,01;4,01
48086;Sopuerta;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,17;2,17;2,17;2,18;2,18
20065;Soraluze-Placencia de las Armas;31,75;31,75;31,75;31,75;31,75;31,75;31,72;2,22;2,22;2,22;2,23;2,23;2,21;2,19;2,19;2,20;2,20
48076;Sukarrieta;30,43;30,43;30,43;30,43;30,43;27,50;27,50;27,50;26,67;27,82;27,82;27,82;18,83;18,83;18,83;18,83;18,83
20071;Tolosa;19,17;19,17;19,17;19,17;19,17;19,17;19,14;19,13;19,26;19,38;19,32;19,32;19,29;19,03;0,00;0,00;0,00
48087;Trucios-Turtzioz;60,50;65,69;65,69;65,69;65,69;65,69;65,69;65,69;65,69;65,69;65,79;65,68;65,64;65,64;65,64;65,64;65,64
48088;Ubide;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
48065;Ugao-Miraballes;11,70;11,70;11,70;11,70;11,70;11,70;11,70;11,70;11,70;11,70;11,70;11,70;11,81;11,81;11,81;11,81;0,00
48089;Urduliz;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,05;4,04;4,27
48074;Urduña/Orduña;51,26;51,08;51,08;51,08;51,08;51,08;51,08;51,08;51,08;51,08;51,18;51,34;47,45;47,45;47,45;47,42;47,38
01054;Urkabustaiz;49,26;49,26;49,26;49,26;49,26;49,26;49,26;49,26;53,17;53,17;53,14;53,12;53,71;53,71;53,71;53,72;53,72
20072;Urnieta;6,20;6,20;6,20;6,20;6,20;6,20;6,20;6,20;6,20;6,20;9,92;9,92;9,94;9,98;9,98;9,98;9,98
20077;Urretxu;16,96;16,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;46,82;45,61;45,61;45,61;45,61
20073;Usurbil;14,50;14,50;14,50;14,50;14,50;14,50;14,50;23,02;23,02;23,02;23,02;23,02;23,25;23,72;23,72;23,71;23,71
01055;Valdegovía/Gaubea;68,35;68,35;68,35;9,30;9,30;9,30;9,31;9,31;9,31;9,31;9,31;9,31;9,09;9,30;9,30;9,30;12,26
48080;Valle de Trápaga-Trapagaran;4,48;4,48;4,48;4,48;4,48;4,48;4,48;4,48;10,72;10,72;10,72;10,72;10,51;10,51;10,51;10,50;10,50
20075;Villabona;64,26;64,26;64,26;64,32;64,32;64,32;64,32;64,34;64,33;64,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01057;Villabuena de Álava/Eskuernaga;0,57;0,57;0,57;0,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
01059;Vitoria-Gasteiz;26,50;26,50;26,52;26,52;26,52;26,52;26,52;26,51;26,51;26,51;26,51;26,52;26,48;26,48;26,48;26,66;26,66
01060;Yécora/Iekora;1,80;1,80;2,45;2,45;2,45;2,45;2,45;2,45;2,45;2,45;2,45;2,45;2,42;2,42;2,42;2,42;2,42
48095;Zaldibar;11,88;11,88;11,88;11,88;0,00;0,00;0,00;0,37;0,37;0,37;0,37;0,37;0,36;0,36;0,36;0,36;0,36
20078;Zaldibia;19,41;19,41;19,42;19,42;19,42;31,15;31,15;30,74;30,74;30,74;30,67;30,66;31,27;31,52;31,52;31,52;31,56
01061;Zalduondo;37,10;37,10;37,08;37,08;37,08;37,08;37,08;37,09;37,09;37,09;37,09;37,19;37,22;37,22;37,22;37,22;11,77
48096;Zalla;44,04;44,04;44,04;44,04;44,04;44,04;44,04;44,04;44,04;44,04;35,43;35,43;44,54;44,54;44,54;44,54;44,54
01062;Zambrana;1,81;1,81;1,81;1,81;1,81;1,81;1,81;1,81;1,81;1,81;1,81;1,81;1,82;1,82;1,82;1,82;1,82
48905;Zamudio;11,80;11,80;11,80;11,80;11,79;11,79;11,79;11,79;11,99;11,99;11,99;11,98;12,02;10,88;10,88;10,90;3,62
48097;Zaratamo;22,14;22,14;22,14;22,14;22,14;22,14;22,14;26,18;10,44;10,44;10,44;10,44;10,62;10,62;10,62;10,63;10,63
20079;Zarautz;12,42;12,42;12,42;12,42;12,42;12,42;12,42;12,32;12,32;12,32;12,32;12,32;12,26;12,35;12,35;13,76;13,76
48024;Zeanuri;5,98;5,98;5,98;5,98;5,98;5,98;5,98;5,98;5,98;5,98;5,98;5,98;5,99;5,99;5,99;5,99;5,99
48025;Zeberio;7,84;7,84;7,84;7,89;7,89;7,89;7,89;7,89;7,89;7,89;7,89;7,89;7,97;7,98;7,98;7,98;7,91
20025;Zegama;10,80;11,87;11,87;11,87;11,87;11,87;11,87;11,90;11,90;11,90;11,77;11,77;11,78;11,81;11,81;11,81;36,04
20026;Zerain;41,03;40,79;40,79;40,79;40,79;40,79;40,79;40,79;40,79;40,79;41,13;41,13;40,58;40,14;40,14;30,36;40,28
20027;Zestoa;44,57;44,57;44,58;44,60;44,60;44,60;44,61;44,53;44,52;44,52;44,54;44,54;44,54;44,31;44,31;44,31;44,31
48913;Zierbena;0,14;0,14;0,14;0,14;0,14;0,14;0,14;0,14;0,14;0,14;0,14;0,14;0,18;0,15;0,15;0,15;0,15
01018;Zigoitia;22,00;22,00;22,00;22,01;22,01;22,01;22,01;22,01;22,01;22,01;22,01;22,01;22,08;22,08;22,08;22,08;22,08
48915;Ziortza-Bolibar;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,03;18,17;18,17
20028;Zizurkil;1,72;1,72;1,72;1,72;1,72;1,72;1,72;1,71;1,71;1,81;1,81;1,81;1,42;1,43;1,37;1,37;1,52
01063;Zuia;69,21;69,21;69,21;69,21;69,21;69,21;69,21;69,20;69,18;69,17;69,26;69,28;69,17;69,17;69,17;69,15;50,91
20081;Zumaia;32,72;32,72;32,77;33,08;33,08;33,08;33,08;33,58;33,58;34,15;34,79;34,73;32,60;32,60;32,60;32,58;32,57
20080;Zumarraga;24,17;24,17;24,18;24,18;24,18;24,18;24,18;24,18;24,18;24,18;24,22;24,19;14,97;15,13;15,13;15,13;45,80
